Município,Municípios com serviço de esgotamento sanitário por rede coletora em funcionamento e com ETEs (Unidades),Número de ETEs (Unidades)
Charqueadas (RS),0,0
Charrua (RS),0,0
Chiapetta (RS),0,0
Chuí (RS),0,0
Chuvisca (RS),0,0
Cidreira (RS),1,3
Ciríaco (RS),0,0
Colinas (RS),0,0
Colorado (RS),0,0
Condor (RS),0,0
Constantina (RS),0,0
Coqueiro Baixo (RS),0,0
Coqueiros do Sul (RS),0,0
Coronel Barros (RS),0,0
Coronel Bicaco (RS),0,0
Coronel Pilar (RS),0,0
Cotiporã (RS),0,0
Coxilha (RS),0,0
Crissiumal (RS),0,0
Cristal (RS),0,0
Cristal do Sul (RS),0,0
Cruz Alta (RS),1,1
Cruzaltense (RS),0,0
Cruzeiro do Sul (RS),0,0
David Canabarro (RS),0,0
Derrubadas (RS),0,0
Dezesseis de Novembro (RS),0,0
Dilermando de Aguiar (RS),0,0
Dois Irmãos (RS),1,7
Dois Irmãos das Missões (RS),0,0
Dois Lajeados (RS),0,0
Dom Feliciano (RS),0,0
Dom Pedro de Alcântara (RS),0,0
Dom Pedrito (RS),1,1
Dona Francisca (RS),0,0
Doutor Maurício Cardoso (RS),0,0
Doutor Ricardo (RS),1,1
Eldorado do Sul (RS),1,2
Encantado (RS),0,0
Encruzilhada do Sul (RS),0,0
Engenho Velho (RS),0,0
Entre-Ijuís (RS),0,0
Entre Rios do Sul (RS),0,0
Erebango (RS),0,0
Erechim (RS),0,0
Ernestina (RS),0,0
Herval (RS),0,0
Erval Grande (RS),0,0
Erval Seco (RS),0,0
Esmeralda (RS),0,0
Esperança do Sul (RS),0,0
Espumoso (RS),1,1
Estação (RS),0,0
Estância Velha (RS),1,1
Esteio (RS),1,2
Estrela (RS),1,6
Estrela Velha (RS),0,0
Eugênio de Castro (RS),0,0
Fagundes Varela (RS),0,0
Farroupilha (RS),0,0
Faxinal do Soturno (RS),0,0
Faxinalzinho (RS),0,0
Fazenda Vilanova (RS),0,0
Feliz (RS),0,0
Flores da Cunha (RS),1,11
Floriano Peixoto (RS),0,0
Fontoura Xavier (RS),0,0
Formigueiro (RS),0,0
Forquetinha (RS),0,0
Fortaleza dos Valos (RS),0,0
Frederico Westphalen (RS),0,0
Garibaldi (RS),1,7
Garruchos (RS),0,0
Gaurama (RS),0,0
General Câmara (RS),0,0
Gentil (RS),0,0
Getúlio Vargas (RS),0,0
Giruá (RS),0,0
Glorinha (RS),1,1
Gramado (RS),1,5
Gramado dos Loureiros (RS),0,0
Gramado Xavier (RS),0,0
Gravataí (RS),0,0
Guabiju (RS),0,0
Guaíba (RS),1,4
Guaporé (RS),0,0
Guarani das Missões (RS),0,0
Harmonia (RS),0,0
Herveiras (RS),0,0
Horizontina (RS),0,0
Hulha Negra (RS),1,1
Humaitá (RS),0,0
Ibarama (RS),0,0
Ibiaçá (RS),0,0
Ibiraiaras (RS),0,0
Ibirapuitã (RS),0,0
Ibirubá (RS),0,0
Igrejinha (RS),1,1
Ijuí (RS),1,1
Ilópolis (RS),0,0
Imbé (RS),0,0
Imigrante (RS),0,0
Independência (RS),0,0
Inhacorá (RS),0,0
Ipê (RS),1,1
Ipiranga do Sul (RS),0,0
Iraí (RS),0,0
Itaara (RS),0,0
Itacurubi (RS),0,0
Itapuca (RS),0,0
Itaqui (RS),0,0
Itati (RS),0,0
Itatiba do Sul (RS),0,0
Ivorá (RS),1,1
Ivoti (RS),1,3
Jaboticaba (RS),0,0
Jacuizinho (RS),0,0
Jacutinga (RS),0,0
Jaguarão (RS),0,0
Jaguari (RS),0,0
Jaquirana (RS),0,0
Jari (RS),0,0
Jóia (RS),0,0
Júlio de Castilhos (RS),0,0
Lagoa Bonita do Sul (RS),0,0
Lagoão (RS),0,0
Lagoa dos Três Cantos (RS),0,0
Lagoa Vermelha (RS),0,0
Lajeado (RS),1,1
Lajeado do Bugre (RS),0,0
Lavras do Sul (RS),0,0
Liberato Salzano (RS),0,0
Lindolfo Collor (RS),0,0
Linha Nova (RS),0,0
Machadinho (RS),0,0
Maçambará (RS),0,0
Mampituba (RS),0,0
Manoel Viana (RS),0,0
Maquiné (RS),0,0
Maratá (RS),0,0
Marau (RS),1,2
Marcelino Ramos (RS),0,0
Mariana Pimentel (RS),0,0
Mariano Moro (RS),0,0
Marques de Souza (RS),0,0
Mata (RS),0,0
Mato Castelhano (RS),0,0
Mato Leitão (RS),0,0
Mato Queimado (RS),0,0
Maximiliano de Almeida (RS),0,0
Minas do Leão (RS),0,0
Miraguaí (RS),0,0
Montauri (RS),0,0
Monte Alegre dos Campos (RS),0,0
Monte Belo do Sul (RS),0,0
Montenegro (RS),0,0
Mormaço (RS),0,0
Morrinhos do Sul (RS),0,0
Morro Redondo (RS),0,0
Morro Reuter (RS),0,0
Mostardas (RS),0,0
Muçum (RS),1,1
Muitos Capões (RS),0,0
Muliterno (RS),0,0
Não-Me-Toque (RS),0,0
Nicolau Vergueiro (RS),0,0
Nonoai (RS),0,0
Nova Alvorada (RS),0,0
Nova Araçá (RS),0,0
Nova Bassano (RS),0,0
Nova Boa Vista (RS),0,0
Nova Bréscia (RS),0,0
Nova Candelária (RS),0,0
Nova Esperança do Sul (RS),0,0
Nova Hartz (RS),1,2
Nova Pádua (RS),0,0
Nova Palma (RS),0,0
Nova Petrópolis (RS),0,0
Nova Prata (RS),0,0
Nova Ramada (RS),0,0
Nova Roma do Sul (RS),0,0
Nova Santa Rita (RS),0,0
Novo Cabrais (RS),1,1
Novo Hamburgo (RS),1,17
Novo Machado (RS),0,0
Novo Tiradentes (RS),0,0
Novo Xingu (RS),0,0
Novo Barreiro (RS),0,0
Osório (RS),0,0
Paim Filho (RS),0,0
Palmares do Sul (RS),0,0
Palmeira das Missões (RS),0,0
Palmitinho (RS),1,1
Panambi (RS),0,0
Pantano Grande (RS),0,0
Paraí (RS),0,0
Paraíso do Sul (RS),0,0
Pareci Novo (RS),0,0
Parobé (RS),0,0
Passa Sete (RS),0,0
Passo do Sobrado (RS),0,0
Passo Fundo (RS),1,2
Paulo Bento (RS),0,0
Paverama (RS),0,0
Pedras Altas (RS),0,0
Pedro Osório (RS),0,0
Pejuçara (RS),0,0
Pelotas (RS),1,5
Picada Café (RS),0,0
Pinhal (RS),1,1
Pinhal da Serra (RS),0,0
Pinhal Grande (RS),1,4
Pinheirinho do Vale (RS),1,1
Pinheiro Machado (RS),0,0
Pinto Bandeira (RS),0,0
Pirapó (RS),0,0
Piratini (RS),0,0
Planalto (RS),0,0
Poço das Antas (RS),0,0
Pontão (RS),0,0
Ponte Preta (RS),0,0
Portão (RS),0,0
Porto Alegre (RS),1,10
Porto Lucena (RS),0,0
Porto Mauá (RS),0,0
Porto Vera Cruz (RS),1,2
Porto Xavier (RS),0,0
Pouso Novo (RS),0,0
Presidente Lucena (RS),0,0
Progresso (RS),0,0
Protásio Alves (RS),0,0
Putinga (RS),0,0
Quaraí (RS),1,1
Quatro Irmãos (RS),0,0
Quevedos (RS),0,0
Quinze de Novembro (RS),0,0
Redentora (RS),0,0
Relvado (RS),0,0
Restinga Sêca (RS),0,0
Rio dos Índios (RS),0,0
Rio Grande (RS),1,5
Rio Pardo (RS),0,0
Riozinho (RS),0,0
Roca Sales (RS),0,0
Rodeio Bonito (RS),0,0
Rolador (RS),0,0
Rolante (RS),0,0
Ronda Alta (RS),0,0
Rondinha (RS),1,1
Roque Gonzales (RS),0,0
Rosário do Sul (RS),1,2
Sagrada Família (RS),0,0
Saldanha Marinho (RS),0,0
Salto do Jacuí (RS),1,0
Salvador das Missões (RS),0,0
Salvador do Sul (RS),0,0
Sananduva (RS),0,0
Santa Bárbara do Sul (RS),0,0
Santa Cecília do Sul (RS),0,0
Santa Clara do Sul (RS),0,0
Santa Cruz do Sul (RS),1,1
Santa Maria (RS),1,1
Santa Maria do Herval (RS),0,0
Santa Margarida do Sul (RS),0,0
Santana da Boa Vista (RS),1,3
Sant'Ana do Livramento (RS),1,1
Santa Rosa (RS),1,1
Santa Tereza (RS),1,5
Santa Vitória do Palmar (RS),0,0
Santiago (RS),1,3
Santo Ângelo (RS),1,2
Santo Antônio do Palma (RS),0,0
Santo Antônio da Patrulha (RS),0,0
Santo Antônio das Missões (RS),0,0
Santo Antônio do Planalto (RS),0,0
Santo Augusto (RS),0,0
Santo Cristo (RS),0,0
Santo Expedito do Sul (RS),0,0
São Borja (RS),1,1
São Domingos do Sul (RS),0,0
São Francisco de Assis (RS),1,1
São Francisco de Paula (RS),0,0
São Gabriel (RS),1,1
São Jerônimo (RS),0,0
São João da Urtiga (RS),0,0
São João do Polêsine (RS),0,0
São Jorge (RS),0,0
São José das Missões (RS),0,0
São José do Herval (RS),0,0
São José do Hortêncio (RS),0,0
São José do Inhacorá (RS),0,0
São José do Norte (RS),0,0
São José do Ouro (RS),0,0
São José do Sul (RS),0,0
São José dos Ausentes (RS),0,0
São Leopoldo (RS),1,4
São Lourenço do Sul (RS),0,0
São Luiz Gonzaga (RS),0,0
São Marcos (RS),0,0
São Martinho (RS),0,0
São Martinho da Serra (RS),0,0
São Miguel das Missões (RS),0,0
São Nicolau (RS),0,0
São Paulo das Missões (RS),0,0
São Pedro da Serra (RS),0,0
São Pedro das Missões (RS),0,0
São Pedro do Butiá (RS),0,0
São Pedro do Sul (RS),0,0
São Sebastião do Caí (RS),0,0
São Sepé (RS),0,0
São Valentim (RS),0,0
São Valentim do Sul (RS),0,0
São Valério do Sul (RS),0,0
São Vendelino (RS),0,0
São Vicente do Sul (RS),0,0
Sapiranga (RS),1,15
Sapucaia do Sul (RS),1,1
Sarandi (RS),0,0
Seberi (RS),0,0
Sede Nova (RS),0,0
Segredo (RS),0,0
Selbach (RS),0,0
Senador Salgado Filho (RS),0,0
Sentinela do Sul (RS),0,0
Serafina Corrêa (RS),0,0
Sério (RS),0,0
Sertão (RS),0,0
Sertão Santana (RS),0,0
Sete de Setembro (RS),0,0
Severiano de Almeida (RS),0,0
Silveira Martins (RS),0,0
Sinimbu (RS),0,0
Sobradinho (RS),0,0
Soledade (RS),0,0
Tabaí (RS),0,0
Tapejara (RS),0,0
Tapera (RS),1,1
Tapes (RS),1,1
Taquara (RS),1,1
Taquari (RS),0,0
Taquaruçu do Sul (RS),0,0
Tavares (RS),0,0
Tenente Portela (RS),0,0
Terra de Areia (RS),0,0
Teutônia (RS),0,0
Tio Hugo (RS),0,0
Tiradentes do Sul (RS),0,0
Toropi (RS),0,0
Torres (RS),1,1
Tramandaí (RS),1,1
Travesseiro (RS),0,0
Três Arroios (RS),0,0
Três Cachoeiras (RS),0,0
Três Coroas (RS),0,0
Três de Maio (RS),0,0
Três Forquilhas (RS),0,0
Três Palmeiras (RS),0,0
Três Passos (RS),1,1
Trindade do Sul (RS),0,0
Triunfo (RS),0,0
Tucunduva (RS),0,0
Tunas (RS),1,1
Tupanci do Sul (RS),0,0
Tupanciretã (RS),0,0
Tupandi (RS),1,2
Tuparendi (RS),0,0
Turuçu (RS),0,0
Ubiretama (RS),0,0
União da Serra (RS),0,0
Unistalda (RS),0,0
Uruguaiana (RS),1,1
Vacaria (RS),0,0
Vale Verde (RS),0,0
Vale do Sol (RS),0,0
Vale Real (RS),0,0
Vanini (RS),0,0
Venâncio Aires (RS),0,0
Vera Cruz (RS),1,1
Veranópolis (RS),0,0
Vespasiano Corrêa (RS),0,0
Viadutos (RS),0,0
Viamão (RS),1,1
Vicente Dutra (RS),0,0
Victor Graeff (RS),0,0
Vila Flores (RS),0,0
Vila Lângaro (RS),0,0
Vila Maria (RS),0,0
Vila Nova do Sul (RS),0,0
Vista Alegre (RS),0,0
Vista Alegre do Prata (RS),0,0
Vista Gaúcha (RS),0,0
Vitória das Missões (RS),0,0
Westfália (RS),0,0
Xangri-lá (RS),1,1
Água Clara (MS),0,0
Alcinópolis (MS),0,0
Amambai (MS),1,2
Anastácio (MS),1,1
Anaurilândia (MS),0,0
Angélica (MS),1,1
Antônio João (MS),1,1
Aparecida do Taboado (MS),1,1
Aquidauana (MS),1,1
Aral Moreira (MS),0,0
Bandeirantes (MS),0,0
Bataguassu (MS),1,1
Batayporã (MS),0,0
Bela Vista (MS),1,1
Bodoquena (MS),1,1
Bonito (MS),1,1
Brasilândia (MS),1,1
Caarapó (MS),1,1
Camapuã (MS),1,1
Campo Grande (MS),1,2
Caracol (MS),1,1
Cassilândia (MS),1,2
Chapadão do Sul (MS),1,1
Corguinho (MS),1,1
Coronel Sapucaia (MS),1,1
Corumbá (MS),1,2
Costa Rica (MS),1,1
Coxim (MS),1,1
Deodápolis (MS),0,0
Dois Irmãos do Buriti (MS),0,0
Douradina (MS),0,0
Dourados (MS),1,4
Eldorado (MS),1,1
Fátima do Sul (MS),1,1
Figueirão (MS),0,0
Glória de Dourados (MS),1,1
Guia Lopes da Laguna (MS),1,1
Iguatemi (MS),1,1
Inocência (MS),1,1
Itaporã (MS),1,1
Itaquiraí (MS),0,0
Ivinhema (MS),0,0
Japorã (MS),0,0
Jaraguari (MS),0,0
Jardim (MS),1,2
Jateí (MS),1,1
Juti (MS),1,1
Ladário (MS),1,1
Laguna Carapã (MS),0,0
Maracaju (MS),1,1
Miranda (MS),1,1
Mundo Novo (MS),0,0
Naviraí (MS),1,1
Nioaque (MS),1,1
Nova Alvorada do Sul (MS),0,0
Nova Andradina (MS),1,1
Novo Horizonte do Sul (MS),0,0
Paraíso das Águas (MS),0,0
Paranaíba (MS),1,1
Paranhos (MS),1,1
Pedro Gomes (MS),1,2
Ponta Porã (MS),1,2
Porto Murtinho (MS),1,1
Ribas do Rio Pardo (MS),1,1
Rio Brilhante (MS),1,1
Rio Negro (MS),0,0
Rio Verde de Mato Grosso (MS),1,1
Rochedo (MS),0,0
Santa Rita do Pardo (MS),1,1
São Gabriel do Oeste (MS),1,1
Sete Quedas (MS),0,0
Selvíria (MS),0,0
Sidrolândia (MS),1,1
Sonora (MS),0,0
Tacuru (MS),1,1
Taquarussu (MS),0,0
Terenos (MS),1,1
Três Lagoas (MS),1,2
Vicentina (MS),0,0
Acorizal (MT),0,0
Água Boa (MT),1,1
Alta Floresta (MT),1,1
Alto Araguaia (MT),1,1
Alto Boa Vista (MT),0,0
Alto Garças (MT),0,0
Alto Paraguai (MT),0,0
Alto Taquari (MT),0,0
Apiacás (MT),0,0
Araguaiana (MT),0,0
Araguainha (MT),0,0
Araputanga (MT),1,1
Arenápolis (MT),0,0
Aripuanã (MT),1,1
Barão de Melgaço (MT),0,0
Barra do Bugres (MT),0,0
Barra do Garças (MT),1,2
Bom Jesus do Araguaia (MT),0,0
Brasnorte (MT),0,0
Cáceres (MT),1,4
Campinápolis (MT),0,0
Campo Novo do Parecis (MT),0,0
Campo Verde (MT),1,1
Campos de Júlio (MT),0,0
Canabrava do Norte (MT),0,0
Canarana (MT),0,0
Carlinda (MT),0,0
Castanheira (MT),0,0
Chapada dos Guimarães (MT),0,0
Cláudia (MT),1,1
Cocalinho (MT),0,0
Colíder (MT),1,1
Colniza (MT),0,0
Comodoro (MT),0,0
Confresa (MT),1,1
Conquista D'Oeste (MT),0,0
Cotriguaçu (MT),0,0
Cuiabá (MT),1,59
Curvelândia (MT),0,0
Denise (MT),0,0
Diamantino (MT),1,2
Dom Aquino (MT),1,1
Feliz Natal (MT),0,0
Figueirópolis D'Oeste (MT),0,0
Gaúcha do Norte (MT),0,0
General Carneiro (MT),1,1
Glória D'Oeste (MT),0,0
Guarantã do Norte (MT),1,1
Guiratinga (MT),0,0
Indiavaí (MT),0,0
Ipiranga do Norte (MT),0,0
Itanhangá (MT),0,0
Itaúba (MT),0,0
Itiquira (MT),0,0
Jaciara (MT),0,0
Jangada (MT),0,0
Jauru (MT),0,0
Juara (MT),1,1
Juína (MT),1,1
Juruena (MT),0,0
Juscimeira (MT),0,0
Lambari D'Oeste (MT),0,0
Lucas do Rio Verde (MT),1,3
Luciara (MT),0,0
Vila Bela da Santíssima Trindade (MT),0,0
Marcelândia (MT),0,0
Matupá (MT),0,0
Mirassol d'Oeste (MT),1,1
Nobres (MT),0,0
Nortelândia (MT),0,0
Nossa Senhora do Livramento (MT),0,0
Nova Bandeirantes (MT),0,0
Nova Nazaré (MT),0,0
Nova Lacerda (MT),0,0
Nova Santa Helena (MT),0,0
Nova Brasilândia (MT),0,0
Nova Canaã do Norte (MT),0,0
Nova Mutum (MT),0,0
Nova Olímpia (MT),0,0
Nova Ubiratã (MT),0,0
Nova Xavantina (MT),1,1
Novo Mundo (MT),0,0
Novo Horizonte do Norte (MT),0,0
Novo São Joaquim (MT),0,0
Paranaíta (MT),0,0
Paranatinga (MT),0,0
Novo Santo Antônio (MT),0,0
Pedra Preta (MT),1,1
Peixoto de Azevedo (MT),1,1
Planalto da Serra (MT),0,0
Poconé (MT),0,0
Pontal do Araguaia (MT),0,0
Ponte Branca (MT),0,0
Pontes e Lacerda (MT),1,1
Porto Alegre do Norte (MT),0,0
Porto dos Gaúchos (MT),0,0
Porto Esperidião (MT),1,1
Porto Estrela (MT),0,0
Poxoréu (MT),1,1
Primavera do Leste (MT),1,1
Querência (MT),0,0
São José dos Quatro Marcos (MT),0,0
Reserva do Cabaçal (MT),0,0
Ribeirão Cascalheira (MT),0,0
Ribeirãozinho (MT),1,1
Rio Branco (MT),0,0
Santa Carmem (MT),0,0
Santo Afonso (MT),0,0
São José do Povo (MT),0,0
São José do Rio Claro (MT),0,0
São José do Xingu (MT),0,0
São Pedro da Cipa (MT),0,0
Rondolândia (MT),0,0
Rondonópolis (MT),1,1
Rosário Oeste (MT),0,0
Santa Cruz do Xingu (MT),0,0
Salto do Céu (MT),0,0
Santa Rita do Trivelato (MT),0,0
Santa Terezinha (MT),0,0
Santo Antônio do Leste (MT),0,0
Santo Antônio de Leverger (MT),0,0
São Félix do Araguaia (MT),0,0
Sapezal (MT),0,0
Serra Nova Dourada (MT),0,0
Sinop (MT),1,1
Sorriso (MT),1,5
Tabaporã (MT),0,0
Tangará da Serra (MT),1,1
Tapurah (MT),0,0
Terra Nova do Norte (MT),0,0
Tesouro (MT),1,1
Torixoréu (MT),0,0
União do Sul (MT),0,0
Vale de São Domingos (MT),1,1
Várzea Grande (MT),1,18
Vera (MT),0,0
Vila Rica (MT),0,0
Nova Guarita (MT),0,0
Nova Marilândia (MT),0,0
Nova Maringá (MT),0,0
Nova Monte Verde (MT),0,0
Abadia de Goiás (GO),1,1
Abadiânia (GO),1,1
Acreúna (GO),1,1
Adelândia (GO),0,0
Água Fria de Goiás (GO),0,0
Água Limpa (GO),0,0
Águas Lindas de Goiás (GO),1,5
Alexânia (GO),0,0
Aloândia (GO),0,0
Alto Horizonte (GO),0,0
Alto Paraíso de Goiás (GO),0,0
Alvorada do Norte (GO),0,0
Amaralina (GO),0,0
Americano do Brasil (GO),0,0
Amorinópolis (GO),0,0
Anápolis (GO),1,1
Anhanguera (GO),0,0
Anicuns (GO),1,1
Aparecida de Goiânia (GO),1,4
Aparecida do Rio Doce (GO),1,1
Aporé (GO),0,0
Araçu (GO),0,0
Aragarças (GO),0,0
Aragoiânia (GO),0,0
Araguapaz (GO),1,1
Arenópolis (GO),0,0
Aruanã (GO),1,1
Aurilândia (GO),0,0
Avelinópolis (GO),0,0
Baliza (GO),0,0
Barro Alto (GO),0,0
Bela Vista de Goiás (GO),1,1
Bom Jardim de Goiás (GO),0,0
Bom Jesus de Goiás (GO),1,1
Bonfinópolis (GO),0,0
Bonópolis (GO),0,0
Brazabrantes (GO),0,0
Britânia (GO),1,1
Buriti Alegre (GO),0,0
Buriti de Goiás (GO),0,0
Buritinópolis (GO),0,0
Cabeceiras (GO),0,0
Cachoeira Alta (GO),0,0
Cachoeira de Goiás (GO),0,0
Cachoeira Dourada (GO),1,1
Caçu (GO),1,1
Caiapônia (GO),1,1
Caldas Novas (GO),1,1
Caldazinha (GO),0,0
Campestre de Goiás (GO),0,0
Campinaçu (GO),0,0
Campinorte (GO),0,0
Campo Alegre de Goiás (GO),0,0
Campo Limpo de Goiás (GO),0,0
Campos Belos (GO),1,1
Campos Verdes (GO),0,0
Carmo do Rio Verde (GO),0,0
Castelândia (GO),0,0
Catalão (GO),1,1
Caturaí (GO),0,0
Cavalcante (GO),0,0
Ceres (GO),1,1
Cezarina (GO),0,0
Chapadão do Céu (GO),1,1
Cidade Ocidental (GO),1,2
Cocalzinho de Goiás (GO),0,0
Colinas do Sul (GO),0,0
Córrego do Ouro (GO),0,0
Corumbá de Goiás (GO),0,0
Corumbaíba (GO),1,1
Cristalina (GO),1,1
Cristianópolis (GO),0,0
Crixás (GO),0,0
Cromínia (GO),0,0
Cumari (GO),0,0
Damianópolis (GO),0,0
Damolândia (GO),0,0
Davinópolis (GO),0,0
Diorama (GO),0,0
Doverlândia (GO),0,0
Edealina (GO),0,0
Edéia (GO),1,1
Estrela do Norte (GO),0,0
Faina (GO),0,0
Fazenda Nova (GO),0,0
Firminópolis (GO),0,0
Flores de Goiás (GO),0,0
Formosa (GO),1,1
Formoso (GO),0,0
Gameleira de Goiás (GO),0,0
Divinópolis de Goiás (GO),0,0
Goianápolis (GO),0,0
Goiandira (GO),0,0
Goianésia (GO),1,1
Goiânia (GO),1,7
Goianira (GO),1,1
Goiás (GO),1,1
Goiatuba (GO),1,1
Gouvelândia (GO),0,0
Guapó (GO),1,1
Guaraíta (GO),0,0
Guarani de Goiás (GO),0,0
Guarinos (GO),0,0
Heitoraí (GO),0,0
Hidrolândia (GO),0,0
Hidrolina (GO),0,0
Iaciara (GO),0,0
Inaciolândia (GO),1,1
Indiara (GO),0,0
Inhumas (GO),1,1
Ipameri (GO),0,0
Ipiranga de Goiás (GO),0,0
Iporá (GO),1,1
Israelândia (GO),0,0
Itaberaí (GO),1,1
Itaguari (GO),0,0
Itaguaru (GO),0,0
Itajá (GO),0,0
Itapaci (GO),0,0
Itapirapuã (GO),0,0
Itapuranga (GO),1,1
Itarumã (GO),0,0
Itauçu (GO),1,1
Itumbiara (GO),1,1
Ivolândia (GO),0,0
Jandaia (GO),0,0
Jaraguá (GO),1,1
Jataí (GO),1,1
Jaupaci (GO),0,0
Jesúpolis (GO),0,0
Joviânia (GO),1,1
Jussara (GO),1,1
Lagoa Santa (GO),1,1
Leopoldo de Bulhões (GO),0,0
Luziânia (GO),1,2
Mairipotaba (GO),0,0
Mambaí (GO),0,0
Mara Rosa (GO),1,1
Marzagão (GO),0,0
Matrinchã (GO),0,0
Maurilândia (GO),0,0
Mimoso de Goiás (GO),1,1
Minaçu (GO),1,2
Mineiros (GO),0,0
Moiporá (GO),0,0
Monte Alegre de Goiás (GO),0,0
Montes Claros de Goiás (GO),1,1
Montividiu (GO),1,1
Montividiu do Norte (GO),0,0
Morrinhos (GO),1,1
Morro Agudo de Goiás (GO),0,0
Mossâmedes (GO),0,0
Mozarlândia (GO),0,0
Mundo Novo (GO),0,0
Mutunópolis (GO),0,0
Nazário (GO),0,0
Nerópolis (GO),0,0
Niquelândia (GO),1,1
Nova América (GO),0,0
Nova Aurora (GO),0,0
Nova Crixás (GO),0,0
Nova Glória (GO),0,0
Nova Iguaçu de Goiás (GO),0,0
Nova Roma (GO),0,0
Nova Veneza (GO),0,0
Novo Brasil (GO),0,0
Novo Gama (GO),1,2
Novo Planalto (GO),0,0
Orizona (GO),0,0
Ouro Verde de Goiás (GO),0,0
Ouvidor (GO),0,0
Padre Bernardo (GO),1,1
Palestina de Goiás (GO),0,0
Palmeiras de Goiás (GO),1,1
Palmelo (GO),0,0
Palminópolis (GO),0,0
Panamá (GO),0,0
Paranaiguara (GO),1,1
Paraúna (GO),1,1
Perolândia (GO),0,0
Petrolina de Goiás (GO),0,0
Pilar de Goiás (GO),0,0
Piracanjuba (GO),1,1
Piranhas (GO),0,0
Pirenópolis (GO),0,0
Pires do Rio (GO),1,1
Planaltina (GO),1,1
Pontalina (GO),1,1
Porangatu (GO),0,0
Porteirão (GO),0,0
Portelândia (GO),0,0
Posse (GO),1,1
Professor Jamil (GO),0,0
Quirinópolis (GO),1,1
Rialma (GO),0,0
Rianápolis (GO),0,0
Rio Quente (GO),1,1
Rio Verde (GO),1,1
Rubiataba (GO),1,1
Sanclerlândia (GO),1,1
Santa Bárbara de Goiás (GO),0,0
Santa Cruz de Goiás (GO),0,0
Santa Fé de Goiás (GO),0,0
Santa Helena de Goiás (GO),1,1
Santa Isabel (GO),0,0
Santa Rita do Araguaia (GO),0,0
Santa Rita do Novo Destino (GO),0,0
Santa Rosa de Goiás (GO),0,0
Santa Tereza de Goiás (GO),0,0
Santa Terezinha de Goiás (GO),0,0
Santo Antônio da Barra (GO),0,0
Santo Antônio de Goiás (GO),0,0
Santo Antônio do Descoberto (GO),1,1
São Domingos (GO),0,0
São Francisco de Goiás (GO),0,0
São João d'Aliança (GO),0,0
São João da Paraúna (GO),1,1
São Luís de Montes Belos (GO),1,1
São Luiz do Norte (GO),0,0
São Miguel do Araguaia (GO),1,1
São Miguel do Passa Quatro (GO),0,0
São Patrício (GO),0,0
São Simão (GO),1,1
Senador Canedo (GO),1,2
Serranópolis (GO),0,0
Silvânia (GO),1,1
Simolândia (GO),0,0
Sítio d'Abadia (GO),0,0
Taquaral de Goiás (GO),0,0
Teresina de Goiás (GO),0,0
Terezópolis de Goiás (GO),1,1
Três Ranchos (GO),0,0
Trindade (GO),1,2
Trombas (GO),0,0
Turvânia (GO),0,0
Turvelândia (GO),0,0
Uirapuru (GO),0,0
Uruaçu (GO),1,1
Uruana (GO),0,0
Urutaí (GO),0,0
Valparaíso de Goiás (GO),1,3
Varjão (GO),0,0
Vianópolis (GO),0,0
Vicentinópolis (GO),0,0
Vila Boa (GO),0,0
Vila Propício (GO),0,0
Brasília (DF),1,15
